Kalimat Asli,Kalimat Dinormalisasi,Level Kata Kasar,Disamarkan
"USER USER USER USER Wah tambah goblog aja lo bong malah nyuruh gw yang lapor. Masalahnya itu ada dipikiranmu yg dungu. Makanya klo dibilangin orang yg benar diterima, jangan nyinyir. Mentang2 ngebelain suatu, omongan orang benar",guna guna guna guna wah tambah goblok saja kamu bong malah suruh gue yang lapor masalah itu ada pikir yang dungu makanya kalau bilang orang yang benar terima jangan nyinyir mentangz bela suatu omong orang benar,1,1
"USER yg beli orang asing atau tidak, atau konglomerat dlm negri atau warga patungan membeli. kebijakan terlihat ugal ugalan, akhirnya warga lagi jadi korban kepentingan rejim'",guna yang beli orang asing atau tidak atau konglomerat dalam negeri atau warga patungan beli bijak lihat ugal ugalan akhir warga lagi jadi korban penting rejim,2,1
USER Mungkin bang USER bisa bantu Prabowo jual kuda URL,guna mungkin bang guna bisa bantu prabowo jual kuda uniform resource locator,1,0
"USER Inilah ulama yang bijaksana; Maaf iya,penegakkan hukum ya wajib jalan USER ; USER ; USER ; ; #2019GantiPresiden",guna ini ulama yang bijaksana maaf iya tega hukum ya wajib jalan guna guna guna zoiggantipresiden,0,1
"USER USER USER USER Gak juga, banyak lapangan kerja kok di luar jawa, kalau kerja mau milih yg enak aja ya ikut aja demo berjilid2 ke monas, modal congor doang, makan siang dapat, uang saku dapat juga 50rb..'",guna guna guna guna tidak juga banyak lapang kerja kok di luar jawa kalau kerja mau pilih yang enak saja ya ikut saja demo berjilidz ke monas modal congor doang makan siang dapat uang saku dapat juga sorb,1,1
"Paket kompliy misuh pagi ini yang qu dengar &gt;5x ""goblok cuk anjing"". Blessed my ear.'",paket komplit misuh pagi ini yang ku dengar begitu sx goblok cuk anjing blessed my ear,1,1
"Yang menjadi persoalan, rejim jokowi ini melanggengkan salah urus kebijakan agraria Orde Baru sebelumnya ).|#keadilandistribusitanah'",yang jadi soal rejim jokowi ini langgeng salah urus bijak agraria orde baru belum adil distribusi tanah,0,1
"Kampung di Danau Sunter sekarang menjadi indah, karena pemukiman warga tersebut dicat warna-warni, diresmikan oleh Gubernur USER 24 Maret 2018 lalu. Inisiatif ini untuk mendukung Danau Sunter dan sekitarnya menjadi tempat rekreasi.",kampung di danau sunter sekarang jadi indah karena mukim warga sebut cat warnawarni resmi oleh gubernur guna saja maret zoib lalu inisiatif ini untuk dukung danau sunter dan sekitar jadi tempat rekreasi,0,1
USER Ulama cebong kan abu janda.\nOoo sekrang udah ada gerombolan baru yaa.\nPaling2 1 alumni ama janda.qkwjw',guna ulama cebong kan abu janda nooo sekarang sudah ada gerombol baru ya npalingz i alumni sama jandaqkwjw,2,1
"Jalan Mulussss.. Karna Si Badan Kurus; Pikiran Lurus Negri ini Sangat Terurus; â??ð???; ; Gaes guna mendorong perkembangan ekonomi Jawa wilayah selatan,; USER membangun dan mengembangkan jalur (Pansela); Mlg,Kdri,Tulgung,Trenggalek menuju Pacitan ð???; ; #T3ta",jalan mulussss karena sih badan kurus pikir lurus negeri ini sangat urus guys guna dorong kembang ekonomi jawa wilayah selatan guna bangun dan kembang jalur pantai selatan mlg diri tolong trenggalek tuju pacitan tetap,0,1
"DALAM rapat terbatas tentang perkembangan persiapan Asian Games XVIII di Istana Kepresidenan Bogor, Rabu 18 April 2018, Presiden Joko Widodo mengingatkan pentingnya...",dalam rapat batas tentang kembang siap asi games xviii di istana presiden bogor rabu ib april zoib presiden joko widodo ingat penting,0,1
"banyak memusuhi tanda jiwa yg sakit > Betul Pak Lukman, suku sendiri dimusuhi Muhammad Gila",banyak musuh tanda jiwa yang sakit betul pak lukman suku sendiri musuh muhammad gila,2,0
"Tomohon juga merupakan pusat pembelajaran agama Kristen dan Katolik. Ada tempat khusus untuk berdoa dan meditasi yang disebut Bukit Kasih, sebuah tempat suci yang indah dan tenang. #TomohonInternationalFlowerFestival `ch'",tomohon juga rupa pusat ajar agama kristen dan katolik ada tempat khusus untuk doa dan meditasi yang sebut bukit kasih buah tempat suci yang indah dan tenang tomohon international flower festival chapter,0,1
"USER letak Iman di dalam otak ada di sebelah mana sih, cacing yg di mengandung Protein adalah Olahan dengan Extrac .. bukan dengan makanan yg mengandung cacing langsung dikonsumsi ... jika mau cacing dalam daging babi .. qty nya mantap tuh'",guna letak iman di dalam otak ada di belah mana sih cacing yang di kandung protein adalah olah dengan ekstrak bukan dengan makan yang kandung cacing langsung konsumsi jika mau cacing dalam daging babi kuantitas nya mantap itu,0,1
"""Saya melihat, terutama di sisi promosi untuk Asian Games, ini baik di media lokal maupun media-media internasional yang belum ada pergerakannya,"" kata Presiden saat memimpin Rapat Terbatas membahas Persiapan Asian Games di Istana Bogor, Rabu (18/4)",saya lihat utama di sisi promosi untuk asi games ini baik di media lokal maupun mediamedia internasional yang belum ada gera kata presiden saat pimpin rapat batas bahas siap asi games di istana bogor rabu ib a,0,1
"USER USER USER di dalam kristen tdk semuanya diatur dlm bible, itulah sebabnya manusia diciptakan dgn akal dan pikiran untuk membedakan mna yg baik dan buruk mna yg patut dan tdk patut, tdk tertulis dlm bible bukan berarti boleh dil",guna guna guna di dalam kristen tidak semua atur dalam injil itu sebab manusia cipta dengan akal dan pikir untuk beda mana yang baik dan buruk mana yang patut dan tidak patut tidak tulis dalam injil bukan arti boleh dil,0,0
"Dan Amerika, jika mereka mengalami defisit, mereka bisa mencetak dollar dan dijual ke seluruh dunia. Ongkos mencetak 100 dollar hanya sekitar 2 dollar saja.",dan amerika jika mereka alami defisit mereka bisa cetak dolar dan jual ke seluruh dunia ongkos cetak ioo dolar hanya sekitar z dolar saja,0,1
"Bersyahadat kepada Allah SWT yang dungu & biadab, bangsa jadi RUSAK Bung Fahri !",syahadat kepada allah subhanahu wa taala yang dungu biadab bangsa jadi rusak bung fahri i,2,1
"USER USER wan bangau keliatan cupu nya,,, keloman sono sama emak \xf0\x9f\x91\x8e\xf0\x9f\x91\x8e'",guna guna wan bangau lihat cupu nya kelomang sana sama emak xfo xgf xgi xbe xfo xgf xgi xbe,1,1
USER USER Jgn jgn yg kaya gitu bukan pendukug JKW lho tapi musuh dlm selimutnya JKW masa pendukung rusak citra yg didukung,guna guna jangan jangan yang kayak begitu bukan dukung jokowi lo tapi musuh dalam selimut jokowi masa dukung rusak citra yang dukung,1,0
"USER Alhamdullilah masih banyak orang tolol di twitter, aku jd kelihatan pintar.'",guna alhamdulillah masih banyak orang tolol di twitter aku jadi lihat pintar,2,1
USER karena anda cupu',guna karena anda cupu,1,0
"USER Grgr pake kacamata krn gue kalo liat temen pake kacamata, mata nya keliatan besar dan kalo copot kacamata jd lebih sipit...'",guna gara gara pakai kacamata karena gue kalau lihat teman pakai kacamata mata nya lihat besar dan kalau copot kacamata jadi lebih sipit,0,1
USER USER USER USER Maksudnya?4 tahun bukan rezim ya?',guna guna guna guna maksud a tahun bukan rezim ya,0,1
USER USER Bakal terjadi 2 poros lagi\xe2\x80\xa6Poros Barat (Demokrasi) vs Timur (komunis)',guna guna bakal jadi z poros lagi xez xbo xagporos barat demokrasi lawan timur komunis,0,1
SBY Optimistis Nurul Arifin Memenangi Pilkada Kota Bandung USER #BandungGeulis #BandungHarmonis #bandungvotenuruli #calonwalikotabandung #calonwalikotabandung2018,susilo bambang yudhoyono optimistis nurul arifin tang pilih kepala daerah kota bandung guna bandung cantik bandung harmonis bandung pilih nuruli calon wali kota bandung calonwalikotabandungzoib,0,1
Emang bangsat polisi sekarang ! Udah lengserkan jokowi lagi satu satu nya cara !,memang bangsat polisi sekarang i sudah lengser jokowi lagi satu satu nya cara i,2,1
"USER WKWKW kadang suka bingung sama rangorang yg bikin perjanjian sama iblis, kok tanggung gitu. Kenapa ga bikin perjanjian yang memperkaya diri tapi juga sekalian buat kemaslahatan umat dah. Kan sebaik2nya hidup adala yang bermanfaat untuk orang lain~'",guna wkwk kadang suka bingung sama orang orang yang bikin janji sama iblis kok tanggung begitu kenapa tidak bikin janji yang kaya diri tapi juga sekali buat maslahat umat sudah kan sebaikznya hidup adalah yang manfaat untuk orang lain,0,1
"USER Gua benci ama lu base,\nBenciiiiiiiii bgt. gua benci benci benciii \n\nBangke babi beruk onta anjing anoa tai ledig ayam kadal kutil kuda!!!!!!'",guna gue benci sama kamu base nbenciiiiiiiii banget gue benci benci benciii dan bangkai babi beruk onta anjing anoa tai ledig ayam kadal kutil kudaiiiiii,1,1
"USER Dengan Semangat Kartini, Driver Online individu yg ""termarjinalkan"" oleh PM 108 / 2017 berharap terlindungi aturan perda Gubernur. Khususnya DKI Jakarta. Kami berharap dari Bapak.",guna dengan semangat kartini driver online individu yang termaginalkan oleh pm iob zoit harap lindung atur atur daerah gubernur khusus daerah khusus ibukota jakarta kami harap dari bapak,0,1
pantaskah pemerintah kita mjln hubungan mesra dgn negara cina Komunis itu?,pantas perintah kita jalan hubung mesra dengan negara cina komunis itu,2,0
USER GEBLEK NGUAKAK AKU ANJYR WKWKWKWWKKWKWKWKWK',guna geblek akak aku anjir wkwk,1,0
"USER USER USER * Dua Periode Import Beras, Garam, Jagung dll\n* Dua Periode Pengangguran, TKA ""menyerbu"" Indonesia.\n* Dua Periode Ulama Habib dikasari dizholimi\nKepada #tuangurucabul jangan hanya pakai otak, guna kan juga ha",guna guna guna dua periode impor beras garam jagung dan lain lain dan dua periode anggur tenaga kerja asing serbu indonesia dan dua periode ulama habib kasar zalim kepada tuan guru cabul jangan hanya pakai otak guna kan juga apa,1,1
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Itu minta nete sama elu',guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna itu minta nete sama kamu,1,0
"USER USER Keliatan tukang pijat nya gk punya bf kayk saya,, jd doyan kontol kayk begitu'",guna guna lihat tukang pijat nya tidak punya bf kayak saya jadi suka kontol kayak begitu,1,0
Les Privat di Ulujami TK SD SMP SMA UN Simak UI SBMPTN - Matematika Fisika Kimia Biologi Akuntansi Ekonomi...,les privat di ulujami tk sekolah dasar sampai sama uji nasional simak oi seleksi sama masuk guru tinggi negeri matematika fisika kimia biologi akuntansi ekonomi,0,1
"Apa tunggu Habis Dulu Aset Negara Ini,Baru Kita Lengserkan Jokowi.....??",apa tunggu habis dulu aset negara ini baru kita lengser jokowi,3,1
USER mint eue dia. tinggalin',guna mint ngewe dia tinggal,0,1
RT USER: Dengan anda bicara begitu anda sdh ngaku kalau ada kecurangan di pemilihan kepala daerah DKI Jakarta kemarin. URL mundurlah secara terhormat.,rt guna dengan anda bicara begitu anda sudah aku kalau ada curang di pilih kepala daerah daerah khusus ibukota jakarta kemarin uniform resource locator mundur cara hormat,1,1
USER Cebong kacung ke gini bicara nya ya?#%^^..pantas saja',guna cebong kacung ke begini bicara nya ya pantas saja,1,1
"Gubernur DKI Jakarta Anies Baswedan bertemu dengan Presiden Turki Recep Tayyib Erdogan saat menunaikan salat Jumat di Mesjid Sultan Ayyub, Istanbul, Turki, Jumat waktu setempat.",gubernur daerah khusus ibukota jakarta anies baswedan temu dengan presiden turki resep tayib erdogan saat tunai salat jumat di mesjid sultan ayub istanbul turki jumat waktu tempat,0,1
"Ngadain diskusi dibilang mau bangkitin PKI ngebelain yg di""pki""-kan paksa dituduh antek komunis.",ada diskusi bilang mau bangkit partai komunis indonesia bela yang dipki kan paksa tuduh antek komunis,2,1
"Ini menurut gw ya, ga usahlah kita ribet bikin nuklir, katanya kecoa bisa bertahan dari nuklir/bom atom sedangkan di sini banyak dijual kapur bagus kecoa bisa mati\n\nKapur bagus &gt;&gt;&gt;&gt; Nuklir'",ini turut gue ya tidak usah kita ribet bikin nuklir kata kecoa bisa tahan dari nuklir bom atom sedang di sini banyak jual kapur bagus kecoa bisa mati dan kapur bagus begitu begitu begitu begitu nuklir,0,0
Pagi2 sdh Rame AHOKER MAU LENGSERKAN JOKOWI JumatBerkah,pagiz sudah ramai ahoker mau lengser jokowi jumat berkah,1,1
"#ILCPrabowoMenyerang setelah minggu lalu ilc enggak mutu, kini sangat luar biasa karena dpt menghadirkan orang gila tampa kuping\xf0\x9f\x98\xb5'",indonesia lawyers club prabowo serang telah minggu lalu indonesia lawyers club tidak mutu kini sangat luar biasa karena dapat hadir orang gila tanpa kuping xfo xgf xgb xbs,1,1
USER USER USER USER USER Bhahahaha ru kacamat dr cina bikinan kapir brooh mereknya ahoq hoook',guna guna guna guna guna haha ru kacamata dari cina buat kafir bro merek ahok hoook,2,0
USER Klu rezim sdh berganti saja pulang. anti islam gak bisa dipercaya.,guna kalau rezim sudah ganti saja pulang anti islam tidak bisa percaya,1,1
"USER Berbanggalah wahai bajingan, tuhan memberkati \xf0\x9f\x98\x89'",guna bangga wahai bajing tuhan kati xfo xgf xgb xbg,1,1
USER Cupu anjir lu',guna cupu anjir kamu,1,0
"USER cebong emang suram...dolar naik dia mingkem,tka berbondong2 masuk dia mingkem,yg di ributin ama bong cuma hrs ama pks \xf0\x9f\xa4\xa3'",guna cebong memang suram dolar naik dia diam tenaga kerja asing berbondongz masuk dia diam yang di ribut sama bong cuma harus sama partai adil sejahtera xfo xgf xaa xae,2,1
"Pasca UU Antiterorisme disahkan DPR menjadi undang-undang, partai mana yg terlihat panik?'",pasca undang undang anti terorisme sah dewan wakil rakyat jadi undangundang partai mana yang lihat panik,0,0
"RT USER: ga ada urusannya, monyet. gua broken home kaga gitu2 amat. malah dipukulin sama temen2 gua yang kaya raya. ga ada ga ada. h\xe2\x80\xa6'",rt guna tidak ada urus monyet gue broken home tidak gituz amat malah pukul sama temenz gue yang kayak raya tidak ada tidak ada h xez xbo xag,1,1
"USER Pak USER kumpulkan semua ahli Islam, Anda instruksikan cari Inti Islam hasilnya pasti sperti ini",guna pak guna kumpul semua ahli islam anda instruksi cari inti islam hasil pasti seperti ini,0,0
"PUSER P Jokowi mpu rubah nsib rkyt, krt sehat, infrastruktur, khusus Papua bangun Infrastrutur agar tercipta centra2 ekonomi; utk tkatkan ekon rkyt Papua. MKS ke Pare2 Jl Kereta Api, bangun jl tol, MRT n LRT di Jkt. Scr tdk lsung utk ubah nasib rkyt",pusar p jokowi empu rubah nasib rakyat kereta sehat infrastruktur khusus papua bangun infrastruktur agar cipta centraz ekonomi untuk tingkat ekon rakyat papua mks ke parez jalan kereta api bangun jalan tol mrt dan light rail transit di jakarta cara tidak langsung untuk ubah nasib rakyat,0,1
Ayo lengserkan jokowi aja ... DPR MPR pada Nyari Aman... Rakyat Cuman Dikadalin doang,ayo lengser jokowi saja dewan wakil rakyat majelis musyawarat rakyat pada cari aman rakyat cuma kadal doang,3,1
yah dah bobo si mark :(((( LAH TRUS KNP CHER ANJIR LO NAJIS',ya sudah tidur sih mark lah terus kenapa cher anjir kamu najis,1,0
USER USER USER Orang kristen sok tau islam amat lu...\n\nKlo ga tau tentang islam ga usah komen lu.... sunat dulu sono baru komen',guna guna guna orang kristen sok tau islam amat kamu dan kalau tidak tau tentang islam tidak usah komen kamu sunat dulu sana baru komen,1,1
"Berkebalikan dengan semangat UUPA 1960, orientasi politik #agraria rejim Orde Baru adalah untuk mendukung investasi-investasi skala besar. |#keadilandistribusitanah'",balik dengan semangat upah iggo orientasi politik agraria rejim orde baru adalah untuk dukung investasiinvestasi skala besar adil distribusi tanah,0,1
Kalo nct cina debut bayak yang ngadain ga kali ya USER #NCT',kalau nct cina debut bayak yang ada tidak kali ya guna nct,0,0
"USER Agama itu urusan pribadi dengan Tuhan, mau nikah beda agama, atau mau si Dimas pindah ke katolik atau si nadine pindah ke islam itu bukan urusan kita, doakan aja perkawinan mereka langgeng sampai maut memisahkan'",guna agama itu urus pribadi dengan tuhan mau nikah beda agama atau mau sih mas pindah ke katolik atau sih nadine pindah ke islam itu bukan urus kita doa saja kawin mereka langgeng sampai maut pisah,0,0
"Inikah hasil ""pencitraan"" USER ? Tanya sama beliau USER URL",ini hasil citra guna tanya sama beliau guna uniform resource locator,1,0
"... penyakit seperti ini.\n\n\xe3\x85\xa4\xe3\x85\xa4Hidupnya semakin berat. Sudah berat akan deritanya menjadi seorang indigo yang digundrung mahluk astral, ditambah berat dengan fakta mengejutkan tentang dirinya si buta wajah.\n\nSemua ini karena mati",sakit seperti ini dan dan xee xbs xaa xee xbs xaahidupnya makin berat sudah berat akan derita jadi orang indigo yang rundung makhluk astral tambah berat dengan fakta kejut tentang diri sih buta wajah dan semua ini karena mati,0,1
"USER USER Karena sebutan rumah Presiden adalah istana, maka bnyak calon *raja2* ingin berkuasa dgn berbagai cara dgn cara mengorbankan rakyat dan negara yg diobok2 aturan hidup bernegara. Harus diganti sebutan Istana menjadi Rumah Rakyat..",guna guna karena sebut rumah presiden adalah istana maka banyak calon rajaz ingin kuasa dengan bagai cara dengan cara korban rakyat dan negara yang diobokz atur hidup negara harus ganti sebut istana jadi rumah rakyat,0,1
"PKI & ORMAS anti PANCASILA sdh dilarang Di NKRI, Tolong jawab USER bukannya anda & Pk USER ikut TURUNKAN Pk Harto 1998..jawablah",partai komunis indonesia organisasi masyarakat anti pancasila sudah larang di negara satu republik indonesia tolong jawab guna bukan anda pak guna ikut turun pak harto iggb jawab,1,1
Bahkan fisikku berada dalam kata sempurna namun sesungguhnya jiwaku cacat semenjak ayah tiada.',bahkan fisik ada dalam kata sempurna namun sungguh jiwa cacat semenjak ayah tiada,0,1
USER Iya betul juga ya. Aku kok merasa BODOH membalas komen2mu yang tolol..... hehehe.. makanya balik ke bangku sekolah.. baca banyak data. Jangan karena rasa bencimu OTAK mu jadi gagal bekerja.',guna iya betul juga ya aku kok rasa bodoh balas komenzmu yang tolol hehe makanya balik ke bangku sekolah baca banyak data jangan karena rasa benci otak mu jadi gagal kerja,1,1
"USER USER USER USER Matamu memang picek,kebencianmu terhadap pak Jokowi menutupi hati dan pikiranmu,sejarah baru tercipta di era pak Jokowi,makanya buka kaca mata itu.\xf0\x9f\x98\x9c\nEnte cm melihat hutang negara di era pak J",guna guna guna guna mata memang picek benci hadap pak jokowi tutup hati dan pikir sejarah baru cipta di era pak jokowi makanya buka kaca mata itu xfo xgf xgb xgc kamu cuma lihat hutang negara di era pak j,1,1
USER Ayo siapa lagi yg mau berevolusi atau bermutasi genetik jd cebong',guna ayo siapa lagi yang mau evolusi atau mutasi genetik jadi cebong,1,0
"Tangung kalau cuma blokir jokowi, yuk ah tingkatin jadi lengserkan jokowi biar kehidupan berbangsa dan bernegara di NKRI tenang & damai lagi",tangung kalau cuma blokir jokowi yuk ah tingkat jadi lengser jokowi biar hidup bangsa dan negara di negara satu republik indonesia tenang damai lagi,3,0
"Propaganda agama selalu pembrontakan dipimpinUlama atau Ustaz.Tetapi buktinya tidak pernah ada ulama/ustaz yg ditangkap apalagi dibuang ke BovenDigul,.Yg ada adalah tahanan NASOMALISdan KOMUNIS.Ada bukti lain?'",propaganda agama selalu ronta pimpin ulama atau ustaztetapi bukti tidak pernah ada ulama ustaz yang tangkap apalagi buang ke boven goel yang ada adalah tahan nasionalisme dan komunisada bukti lain,0,1
URL &lt;-#ngentot #bugil pacar lesbi',uniform resource locator lt ngentot bugil pacar lesbi,1,0
"#pru14 Presiden PAS Datuk Seri Abdul Hadi Awang tidak akan mempertahankan kerusi Dewan Undangan Negeri (DUN) Rhu Rendang, sebaliknya hanya akan bertanding kerusi Parlimen - Setiausaha Agung PAS, Datuk Takiyuddin Hassan",pruia presiden pas datuk seri abdul had awang tidak akan tahan kerusi dewan undang negeri dun razia hibur umum rendang balik hanya akan tanding kerusi parlemen setia usaha agung pas datuk takiyuddin hasan,0,1
Yang pro komunis Indonesia = komunis URL,yang pro komunis indonesia komunis uniform resource locator,2,0
RT USER: #RETWEET \nYg lagi viral...Video mesum marion jola indonesia idol\n\n#horny #memek #colmek #colokmemek #jembut #memekbece\xe2\x80\xa6',rt guna retweet yang lagi viral video mesum marion jola indonesia idol dan dan horny memek colok memek colok memek jembut memek becek xez xbo xag,1,1
"Ganti kapolri, Harus ganti presiden, LENGSERKAN jokowi menjadi harga mati",ganti kepala polisi republik indonesia harus ganti presiden lengser jokowi jadi harga mati,3,0
USER Yng suka nyinyir itulah antek asing aseng yng sebenarnya dan ga akan suka indonesia maju dan berhasil..',guna yang suka nyinyir itu antek asing asing yang benar dan tidak akan suka indonesia maju dan hasil,0,1
USER USER yahudi berapa tu bosku . dalam 100 lbih jgk?',guna guna yahudi berapa itu bos dalam ioo lebih juga,0,1
Akan terbit 26 Mei 2016: Berkata Baik atau Diam ï¿½ï¿½ï¿½ Ninik Handrini | Info:,akan terbit zg mei zoig kata baik atau diam ninik handrini info,0,1
"USER Udh Tambah Susah Nyari Kerja, Tapi TKA CiNa Bebas Masuk. Di Tambah PHK Di Berbagai Tempat. #2019GantiPresiden'",guna sudah tambah susah cari kerja tapi tenaga kerja asing cina bebas masuk di tambah putus hubung kerja di bagai tempat zoiggantipresiden,0,1
USER USER LAHSI KAMPANG GUA DI DULUIN PARAH LO JEP KAN GUA JOMBLO SNDRI NIH',guna guna lah sih kampang gue di dulukan parah kamu jep kan gue jomlo sendiri nih,1,0
"USER USER Pikiran dongo jgn tll diumbar koh....pagi"" bikin anu aja..\xf0\x9f\x98\x82'",guna guna pikir dongok jangan tll umbar koh pagi bikin anu saja xfo xgf xgb xbz,1,1
Di arab koruptor di potong tangan Di cina koruptor di potong kepala Di Indonesia koruptor di potong masa tahanan,di arab koruptor di potong tangan di cina koruptor di potong kepala di indonesia koruptor di potong masa tahan,2,0
Sinting gua asli anak winner beneran pada punya twitter',sinting gue asli anak winner benar pada punya twitter,1,0
DISEBUT PENCITRAAN! JOKOWI LEGOWO AKAN TERUS BANTU ROHINGYA PRABOWO AMIEN RAIS DIAM: URL melalui USER,sebut pencitraani jokowi legowo akan terus bantu rohingya prabowo amien rais diam uniform resource locator lalu guna,1,1
"RAHAYU NINGRUM DIY USERð???MENGUCAPKAN SELAMAT PAGI IBU BP ADIK KAKAK,KAKEK, NENEK, ASSALAMMUALAIKUM, SALOM, HOM SANTI OM, NAMO BUDAYAð???ð??®ð??©",rahayu ningrum diy guna ucap selamat pagi ibu bapak adik kakak kakek nenek asalamualaikum shalom hom santi om nama budaya,0,0
Kampret\n\nKemaren cepet2an beli sekarang dijual online \xf0\x9f\x98\xa4\xf0\x9f\x98\xa4\xf0\x9f\x98\xa4 URL,kampret dan kemarin cepetzan beli sekarang jual online xfo xgf xgb xaa xfo xgf xgb xaa xfo xgf xgb xaa uniform resource locator,1,1
"USER rezim skrg... blm selesei trus ambruk, nancepin di puing hutang negara?; hancur (hanya curhat); ------; ; #2019GantiPresiden; #2019GantiPresiden",guna rezim sekarang belum selesai terus ambruk tancap di puing hutang negara hancur hanya curhat zoiggantipresiden zoiggantipresiden,2,1
USER USER AYO NUSANTARAKAN SEMUA PERUSAHAAN ASING YG ADA DI INDONESIA...',guna guna ayo nusantara semua usaha asing yang ada di indonesia,0,1
Jika pergi haji ke arab lalu pulang harus dipanggil abah\nBagaimana dgn TKI yg pulang dari arab? Apakah dipanggil abah juga? Atau dipanggil abda?!',jika pergi haji ke arab lalu pulang harus panggil ayah bagaimana dengan tenaga kerja indonesia yang pulang dari arab apakah panggil ayah juga atau panggil abda i,0,1
Random thoughts malam ini lanjut ke kontroversi keberadaan yang nggak kelihatan. Inspirasinya dari misa arwah yang kerap kali diadakan di Gereja Katolik. Kenapa arwah harus didoakan? Dimana mereka? Ini topik diskusi yang sering gw obrolin sama my dearly,random thoughts malam ini lanjut ke kontroversi ada yang enggak lihat inspirasi dari misa arwah yang kerap kali ada di gereja katolik kenapa arwah harus doa mana mereka ini topik diskusi yang sering gue obrol sama my dearly,0,1
owner nya nggak ada.; ordernya ada.; Sakit.; USER,owner nya enggak ada order ada sakit guna,0,1
__-__; Tahun ini Masyarakat Adat Baduy menyerahkan hasil panennya kepada Pjs Bupati Lebak Ino S Rawita dan Gubernur Banten Wahidin Halim. #SebaBaduy2018,tahun ini masyarakat adat badui serah hasil panen kepada jabat sementara bupati lebak ino si rawita dan gubernur banten wahidin halim sebabaduyzoib,0,1
19 april CNN kibarkan bendera kuning atas kematian ahok-djarot....,instagram april cnn kibar bendera kuning atas mati ahok djarot,2,1
"Yaapssss, kita harus promosiin besar-besaran; ; #YukPromosikanAsianGames18",yaapssss kita harus promosi besarbesaran yukpromosikanasiangamesib,0,1
"paling mau muntah liat lagak nya USER, jadi orang sok iye banget hoek",paling mau muntah lihat lagak nya guna jadi orang sok iya banget hoek,1,0
1.Penetrasi Gubernur Jawa Tengah (Jateng) non-aktif Ganjar Pranowo ke Kementerian Pertanian (Kementan) membuahkan hasil. ; #LupaBolehNgawurJangan; #PilgubJateng2018; #KamiGanjarYasin; #Ganjaryasin1; #JatengGayeng1xLagi; #PDIPerjuangan; #KandangBant3ng,i penetrasi gubernur jawa tengah jawa tengah nonaktif ganjar pranowo ke menteri tani menteri tahan buah hasil lupa boleh ngawur jangan pilgubjatengzoib kami ganjar yasin ganjaryasini jatenggayengixlagi partai demokrasi indonesia juang kandangbanteng,0,1
"Lumba-lumba, Gajah dan Monyet mampu mengenali dirinya di cermin.'",lumbalumba gajah dan monyet mampu nali diri di cermin,0,1
USER USER USER USER USER Ga jelas nih admin apa presiden partai ð???asalll banget pokoknyah,guna guna guna guna guna tidak jelas nih admin apa presiden partai asalll banget pokok,0,0
wah udah gila URL,wah sudah gila uniform resource locator,1,0
"Anda didungukan, dijajah, dan diperbudak Islam, Muslim bukan ras tapi pilihan yg dpt diubah USER rasis?",anda dungu jajah dan budak islam muslim bukan ras tapi pilih yang dapat ubah guna racist,2,0
"Penyebab macetnya divestasi saham Freeport, salah satunya adalah terbitnya Peraturan Pemerintah Nomor 20 tahun 1994 yang menyatakan, perusahaan penanaman modal asing tidak diwajibkan mendivestasi sahamnya kepada pihak Indonesia.\n\n#Freeport51'",sebab macet divestasi saham freeport salah satu adalah terbit atur perintah nomor zo tahun igga yang nyata usaha tanam modal asing tidak wajib divestasi saham kepada pihak indonesia dan dan freeportsi,0,1
"USER Cinta itu buta cha tapi walaupun begitu amitamit ya jgn sampe, ga ada enaknya :('",guna cinta itu buta cha tapi walaupun begitu amit amit ya jangan sampai tidak ada enak,0,0
Pemerintah berencana membuat payung hukum baru untuk memudahkan proyek di luar Proyek Strategis Nasional dalam proses membebaskan lahan.,perintah rencana buat payung hukum baru untuk mudah proyek di luar proyek strategis nasional dalam proses bebas lahan,0,1
bagusnya PKI PKI macam USER USER dan USER dibubarkan aj dan dijadikan organisasi terlarang.,bagus partai komunis indonesia partai komunis indonesia macam guna guna dan guna bubar saja dan jadi organisasi larang,2,1
Lengserkan Jokowi saja jika seperti ini mainnya?,lengser jokowi saja jika seperti ini main,3,0
USER Berarti kalo dkasih coklat mau aja? \xf0\x9f\x98\xaf\n\nKejam sekali pokoknya :( km sih masih kecil jadi ga ngerasain/?',guna arti kalau kasih coklat mau saja xfo xgf xgb xaf dan kejam sekali pokok km sih masih kecil jadi tidak rasa,0,1
Gamungkin dong gue ngemafia masa mainin 3 acc edan!!',enggak mungkin dong gue ngemafia masa main e acc edanii,1,1
USER USER Ga aneh survey bawa nama kampus.. Nanti kaya si luhut bawa itb buat dukung reklamasi.. Cebong mah gitu.. Heheheh',guna guna tidak aneh survei bawa nama kampus nanti kayak sih luhut bawa institut teknologi bandung buat dukung reklamasi cebong adalah begitu hehe,1,1
USER Lo celeng',guna kamu celeng,1,0
Gue trkdg bingung ma yg nntn di bioskop. Udh cape2 ngantri &amp; bayar tix pun mahal eh begitu dlm bioskop bukannya nntn malah main hp. GOBLOG!!',gue terkadang bingung sama yang tonton di bioskop sudah capez antre amp bayar tix pun mahal eh begitu dalam bioskop bukan tonton malah main handphone goblogii,2,1
USER USER Kalau felix pilih agama tinggalkan negara ini.,guna guna kalau felix pilih agama tinggal negara ini,1,1
